'2020-02-26 19:39:49','PODDv1.2_006','CO',0,'2020-02-26 11:39:48'
'2020-02-26 19:39:49','PODDv1.2_003','CO',0,'2020-02-26 11:39:49'
'2020-02-26 19:39:50','PODDv1.2_003','Light',476.32,'2020-02-26 11:39:50'
'2020-02-26 19:39:50','PODDv1.2_003','PM_2.5',1.02,'2020-02-26 11:39:50'
'2020-02-26 19:39:51','PODDv1.2_003','PM_10',1.02,'2020-02-26 11:39:50'
'2020-02-26 19:39:51','PODDv1.2_003','Sound',7.2,'2020-02-26 11:39:51'
'2020-02-26 19:40:12','PODDv1.2_007','Light',254.72,'2020-02-26 11:40:10'
'2020-02-26 19:40:13','PODDv1.2_007','Sound',4.04,'2020-02-26 11:40:12'
'2020-02-26 19:40:15','PODDv1.2_007','Humidity',34.61,'2020-02-26 11:40:13'
'2020-02-26 19:40:16','PODDv1.2_007','AirTemp',73.33,'2020-02-26 11:40:13'
'2020-02-26 19:40:17','PODDv1.2_007','GlobeTemp',72.69,'2020-02-26 11:40:15'
'2020-02-26 19:40:18','PODDv1.2_007','CO2',504,'2020-02-26 11:40:16'
'2020-02-26 19:40:19','PODDv1.2_007','CO',0,'2020-02-26 11:40:18'
'2020-02-26 19:40:20','PODDv1.2_004','GlobeTemp',72.94,'2020-02-26 11:40:19'
'2020-02-26 19:40:22','PODDv1.2_004','CO2',507,'2020-02-26 11:40:20'
'2020-02-26 19:40:23','PODDv1.2_004','CO',0,'2020-02-26 11:40:21'
'2020-02-26 19:40:24','PODDv1.2_004','Light',446.72,'2020-02-26 11:40:22'
'2020-02-26 19:40:25','PODDv1.2_004','Sound',8.09,'2020-02-26 11:40:23'
'2020-02-26 19:40:26','PODDv1.2_004','Humidity',31.82,'2020-02-26 11:40:25'
'2020-02-26 19:40:28','PODDv1.2_004','AirTemp',73.06,'2020-02-26 11:40:25'
'2020-02-26 19:40:54','PODDv1.2_008','CO2',517,'2020-02-26 11:40:53'
'2020-02-26 19:40:55','PODDv1.2_008','CO',0,'2020-02-26 11:40:54'
'2020-02-26 19:40:57','PODDv1.2_008','Light',424.16,'2020-02-26 11:40:55'
'2020-02-26 19:40:58','PODDv1.2_008','Sound',13.78,'2020-02-26 11:40:57'
'2020-02-26 19:40:59','PODDv1.2_008','Humidity',32.13,'2020-02-26 11:40:58'
'2020-02-26 19:41:00','PODDv1.2_008','AirTemp',72.98,'2020-02-26 11:40:58'
'2020-02-26 19:41:01','PODDv1.2_008','GlobeTemp',72.69,'2020-02-26 11:41:00'
'2020-02-26 19:41:02','PODDv1.2_005','Light',433.28,'2020-02-26 11:41:01'
'2020-02-26 19:41:03','PODDv1.2_005','Sound',8.68,'2020-02-26 11:41:02'
'2020-02-26 19:41:04','PODDv1.2_005','Humidity',31.62,'2020-02-26 11:41:03'
'2020-02-26 19:41:05','PODDv1.2_005','AirTemp',73.31,'2020-02-26 11:41:03'
'2020-02-26 19:41:07','PODDv1.2_005','GlobeTemp',72.69,'2020-02-26 11:41:06'
'2020-02-26 19:41:08','PODDv1.2_005','CO2',543,'2020-02-26 11:41:07'
'2020-02-26 19:41:09','PODDv1.2_005','CO',1,'2020-02-26 11:41:08'
'2020-02-26 19:41:21','PODDv1.2_004','PM_2.5',1.03,'2020-02-26 11:41:19'
'2020-02-26 19:41:21','PODDv1.2_004','PM_10',1.03,'2020-02-26 11:41:19'
'2020-02-26 19:41:31','PODDv1.2_009','Light',507.2,'2020-02-26 11:41:30'
'2020-02-26 19:41:32','PODDv1.2_009','Sound',5.56,'2020-02-26 11:41:31'
'2020-02-26 19:41:33','PODDv1.2_009','Humidity',32.08,'2020-02-26 11:41:32'
'2020-02-26 19:41:34','PODDv1.2_009','AirTemp',73.27,'2020-02-26 11:41:32'
